date,value,cash,positions,drawdown,leverage,in_protection,risk_on
2016-07-12,163793.13466693187,35109.893472086376,5,-0.004874436510468166,0.7555893418231426,False,True
2016-07-13,164040.22055147242,35114.07322130924,5,-0.0033732656550247322,0.7569733816476677,False,True
2016-07-14,164005.9621429585,34502.91032861446,5,-0.0035814026941380184,0.7570486138909536,False,True
2016-07-15,164041.4844464372,41737.271386855675,5,-0.003365586858281565,0.7555238398508515,False,True
2016-07-18,163963.35416316704,39178.084659116896,5,-0.0038402675726041304,0.7600859464539996,False,True
2016-07-19,164540.13444196677,37670.58690129156,5,-0.00033603767238649877,0.7610184318116052,False,True
2016-07-20,165454.53955111848,37675.07149497028,5,0.0,0.7605287283094069,False,True
2016-07-21,164619.3516322613,36629.17927389907,5,-0.005047839250123075,0.7578941200813482,False,True
2016-07-22,164788.4300489138,37320.35933287804,5,-0.00402593669543207,0.7736312103812524,False,True
2016-07-25,165558.80347246287,37321.09951511185,5,0.0,1.1036573687870468,False,True
2016-07-26,166376.79761558323,39109.59195328328,5,0.0,1.3459449066670468,False,True
2016-07-27,166401.06632724556,39101.0170015565,5,0.0,1.5012986034180869,False,True
2016-07-28,166488.56059957977,37534.43405349669,5,0.0,1.7514934909836153,False,True
2016-07-29,167487.10875681095,32397.901648995612,5,0.0,2.0,False,True
2016-08-01,168074.89804002986,35384.87606410126,5,0.0,1.994529290287687,False,True
2016-08-02,166744.37454680435,35369.23566541038,5,-0.007916253460457998,2.0,False,True
2016-08-03,166675.47561826662,35353.60160799712,5,-0.008326183374687799,2.0,False,True
2016-08-04,167891.57023923917,35337.820898982485,5,-0.001090750629204781,2.0,False,True
2016-08-05,169633.25262230547,33701.41334959951,5,0.0,2.0,False,True
2016-08-08,168625.97641800242,35260.8462920583,5,-0.005937964336189374,2.0,False,True
2016-08-09,169032.58792547716,36575.64996254783,5,-0.0035409607936111335,2.0,False,True
2016-08-10,168077.35686206416,36559.99261539204,5,-0.009172115349963674,2.0,False,True
2016-08-11,168984.2928688576,36773.74975883128,5,-0.0038256635619244644,2.0,False,True
2016-08-12,169587.1177409776,44230.132098449394,5,-0.0002719683824643805,2.0,False,True
2016-08-15,170657.01979828614,44215.07885987657,5,0.0,2.0,False,True
2016-08-16,170175.27581355185,44200.08118655335,5,-0.0028228782226696796,2.0,False,True
2016-08-17,170457.27860368553,44185.04815203545,5,-0.0011704247199248448,2.0,False,True
2016-08-18,171270.73064340494,41519.33467307099,5,0.0,2.0,False,True
2016-08-19,171705.6974838263,38229.48888062335,5,0.0,2.0,False,True
2016-08-22,171685.73750241136,38761.86597655606,5,-0.00011624530640187536,2.0,False,True
2016-08-23,171829.83749798048,38051.82617922087,5,0.0,2.0,False,True
2016-08-24,169993.68568321975,38036.11640578665,5,-0.010685872963025457,2.0,False,True
2016-08-25,171100.5827525231,39286.55403549499,5,-0.004244051883398601,2.0,False,True
2016-08-26,172241.2367774827,33984.8813786839,5,0.0,2.0,False,True
2016-08-29,172848.12876536188,36573.49924698263,5,0.0,2.0,False,True
2016-08-30,172529.32540189155,37247.208771808044,5,-0.0018444131605445447,2.0,False,True
2016-08-31,171934.21753704135,37231.17216738846,5,-0.005287365474237501,2.0,False,True
2016-09-01,172352.62243263074,37875.51939701689,5,-0.0028667150536745294,2.0,False,True
2016-09-02,173364.90244802274,37859.38725157286,5,0.0,2.0,False,True
2016-09-06,173402.81562516213,37843.24867162453,5,0.0,2.0,False,True
2016-09-07,173430.84964106497,37827.104832636534,5,0.0,2.0,False,True
2016-09-08,173407.99232913676,37810.96179319545,5,-0.00013179496021333025,2.0,False,True
2016-09-09,169382.5090332307,37466.74793217341,5,-0.02334267874609844,1.5643315687547579,False,True
2016-09-12,172051.15417672545,35035.40017630838,5,-0.00795530591699777,1.354962696813942,False,True
2016-09-13,169815.8079025837,35508.1722701313,5,-0.020844283159328368,1.246720941801711,False,True
2016-09-14,170362.76738828054,35881.19942220398,5,-0.017690521952318038,1.2553252443823986,False,True
2016-09-15,172572.6653458669,35878.7545987668,5,-0.004948279368833031,1.1953733755895535,False,True
