date,symbol,action,shares,price,cost,planned_exit,proceeds,pnl_pct,minutes_held
2001-06-08 00:00:00-04:00,DHR,SELL_666,1598,6.468299388885498,,,10326.006081015586,-0.0007696242962022267,1440.0
2001-06-08 00:00:00-04:00,CL,SELL_666,610,16.999643325805664,,,10359.412646312714,0.002042826502868783,1440.0
2001-06-08 00:00:00-04:00,CVS,BUY_RANDOM,578,17.863271713256836,10335.296021312712,2001-06-08 11:06:00-04:00,,,
2001-06-08 00:00:00-04:00,NEM,BUY_RANDOM,727,14.192497253417969,10328.263448738096,2001-06-08 11:06:00-04:00,,,
2001-06-08 00:00:00-04:00,SPG,BUY_RANDOM,1199,8.61115837097168,10335.103665681838,2001-06-08 11:06:00-04:00,,,
2001-06-08 00:00:00-04:00,INTC,BUY_RANDOM,591,17.465669631958008,10332.532963239668,2001-06-08 11:06:00-04:00,,,
2001-06-08 00:00:00-04:00,AEP,BUY_RANDOM,599,17.226085662841797,10328.743737354278,2001-06-08 11:06:00-04:00,,,
2001-06-11 00:00:00-04:00,CVS,SELL_666,578,17.26750373840332,,,9970.636543636321,-0.033351559804768546,4320.0
2001-06-11 00:00:00-04:00,NEM,SELL_666,727,13.847952842712402,,,10057.394254935265,-0.024276517694769326,4320.0
2001-06-11 00:00:00-04:00,SPG,SELL_666,1199,8.711284637451172,,,10434.38545002365,0.011627502615329787,4320.0
2001-06-11 00:00:00-04:00,INTC,SELL_666,591,17.272050857543945,,,10197.574274751663,-0.011085677130854826,4320.0
2001-06-11 00:00:00-04:00,AEP,SELL_666,599,17.35813331604004,,,10387.124334451675,0.007665563482194957,4320.0
2001-06-11 00:00:00-04:00,VRTX,BUY_RANDOM,222,45.86000061035156,10191.101055633544,2001-06-11 11:06:00-04:00,,,
2001-06-11 00:00:00-04:00,MS,BUY_RANDOM,332,30.673259735107422,10193.70575428772,2001-06-11 11:06:00-04:00,,,
2001-06-11 00:00:00-04:00,NKE,BUY_RANDOM,2647,3.8573505878448486,10220.61741303134,2001-06-11 11:06:00-04:00,,,
2001-06-11 00:00:00-04:00,KMB,BUY_RANDOM,406,25.113557815551758,10206.300577587126,2001-06-11 11:06:00-04:00,,,
2001-06-11 00:00:00-04:00,T,BUY_RANDOM,1744,5.855034351348877,10221.391088661192,2001-06-11 11:06:00-04:00,,,
2001-06-12 00:00:00-04:00,VRTX,SELL_666,222,45.040000915527344,,,9988.881323043823,-0.017880498995002797,1440.0
2001-06-12 00:00:00-04:00,MS,SELL_666,332,29.835607528686523,,,9895.516277824401,-0.027308874689381455,1440.0
2001-06-12 00:00:00-04:00,NKE,SELL_666,2647,3.921029567718506,,,10368.586300485134,0.01650847607016076,1440.0
2001-06-12 00:00:00-04:00,KMB,SELL_666,406,25.100994110107422,,,10180.81260509491,-0.0005002758086532753,1440.0
2001-06-12 00:00:00-04:00,T,SELL_666,1744,5.835599899291992,,,10167.10893814087,-0.003319272081197521,1440.0
2001-06-12 00:00:00-04:00,DUK,BUY_RANDOM,422,23.95027732849121,10117.124049655913,2001-06-12 11:06:00-04:00,,,
2001-06-12 00:00:00-04:00,LLY,BUY_RANDOM,230,43.91975784301758,10111.645848197935,2001-06-12 11:06:00-04:00,,,
2001-06-12 00:00:00-04:00,CCI,BUY_RANDOM,1061,9.540071487426758,10132.13786400795,2001-06-12 11:06:00-04:00,,,
2001-06-12 00:00:00-04:00,JNJ,BUY_RANDOM,383,26.391357421875,10117.997782470702,2001-06-12 11:06:00-04:00,,,
2001-06-12 00:00:00-04:00,EL,BUY_RANDOM,641,15.796504020690918,10135.68463634014,2001-06-12 11:06:00-04:00,,,
2001-06-13 00:00:00-04:00,DUK,SELL_666,422,23.38806915283203,,,9859.895417312622,-0.023473973513884024,1440.0
2001-06-13 00:00:00-04:00,LLY,SELL_666,230,42.498046875,,,9764.77623046875,-0.03237064678496636,1440.0
