date,symbol,action,shares,price,cost,stop_price,proceeds,pnl_pct
2012-05-18 00:00:00-04:00,KO,SELL_STOP_LOSS,444,24.198015213012695,,,10733.17483582306,-0.0374365295442813
2012-05-31 00:00:00-04:00,ABT,SELL_TIME_EXIT,489,22.68124771118164,,,11080.039000637054,-0.0070706155591283865
2012-06-01 00:00:00-04:00,WMT,BUY,1613,16.687725067138672,26944.21783382797,16.18709331512451,,
2012-06-01 00:00:00-04:00,NEE,BUY,2408,11.17881965637207,26945.516330276485,10.843455066680908,,
2012-06-01 00:00:00-04:00,PEP,BUY,595,45.18561935424805,26912.32895929336,43.830050773620606,,
2012-06-01 00:00:00-04:00,COST,BUY,430,62.50714874267578,26904.952033309935,60.631934280395505,,
2012-06-14 00:00:00-04:00,COST,SELL_PROFIT_TARGET_1,215,65.6803970336914,,,14107.164076881409,0.05076616602812886
2012-06-18 00:00:00-04:00,NEE,SELL_PROFIT_TARGET_1,1204,11.80361557006836,,,14197.341593215942,0.055891045110486905
2012-06-29 00:00:00-04:00,WMT,SELL_PROFIT_TARGET_1,806,17.749326705932617,,,14291.651367656708,0.06361571960964543
2012-06-29 00:00:00-04:00,NEE,SELL_TIME_EXIT,1204,11.90919303894043,,,14324.329750465393,0.0653354651939516
2012-06-29 00:00:00-04:00,PEP,SELL_TIME_EXIT,595,47.29397201538086,,,28111.77343580246,0.046659815473672366
2012-06-29 00:00:00-04:00,COST,SELL_PROFIT_TARGET_2,215,69.4604721069336,,,14919.067501487732,0.11124045015847187
2012-07-02 00:00:00-04:00,VZ,BUY,447,22.403785705566406,10024.50670259857,21.731672134399414,,
2012-07-02 00:00:00-04:00,AMZN,BUY,875,11.465999603271484,10042.78240251541,11.12201961517334,,
2012-07-02 00:00:00-04:00,DIS,BUY,235,42.617523193359375,10025.133068389892,41.338997497558594,,
2012-07-02 00:00:00-04:00,NEE,BUY,842,11.914386749267578,10041.945556526183,11.55695514678955,,
2012-07-02 00:00:00-04:00,MRK,BUY,385,26.036527633666992,10034.087202100753,25.255431804656983,,
2012-07-02 00:00:00-04:00,KO,BUY,386,25.965511322021484,10032.710057670593,25.18654598236084,,
2012-07-02 00:00:00-04:00,PEP,BUY,211,47.36088943481445,10003.140818416594,45.94006275177002,,
2012-07-02 00:00:00-04:00,HD,BUY,257,38.892906188964844,10005.472367454528,37.7261190032959,,
2012-07-02 00:00:00-04:00,ABT,BUY,422,23.723726272583008,10021.423899517058,23.012014484405515,,
2012-07-10 00:00:00-04:00,WMT,SELL_PROFIT_TARGET_2,807,18.35776710510254,,,14799.903335763931,0.10007607575297965
2012-07-10 00:00:00-04:00,AMZN,SELL_STOP_LOSS,875,10.975000381469727,,,9593.522208452225,-0.04282219071956585
2012-07-16 00:00:00-04:00,KO,SELL_STOP_LOSS,386,25.162734985351562,,,9703.102888641357,-0.030917023998255837
2012-07-17 00:00:00-04:00,MRK,SELL_PROFIT_TARGET_1,192,27.492326736450195,,,5273.248206665039,0.05591371949694077
2012-07-17 00:00:00-04:00,HD,SELL_STOP_LOSS,257,37.21275329589844,,,9554.113919448853,-0.04319946894436804
2012-07-31 00:00:00-04:00,VZ,SELL_TIME_EXIT,447,22.76202964782715,,,10164.452625326157,0.015990330695393747
2012-07-31 00:00:00-04:00,DIS,SELL_TIME_EXIT,235,42.98492431640625,,,10091.355757141113,0.008620893367733841
2012-07-31 00:00:00-04:00,NEE,SELL_TIME_EXIT,842,12.270915031433105,,,10321.778346010207,0.029924182391296343
2012-07-31 00:00:00-04:00,MRK,SELL_TIME_EXIT,193,27.479894638061523,,,5298.3160454807285,0.05543623269211061
2012-07-31 00:00:00-04:00,PEP,SELL_TIME_EXIT,211,48.679447174072266,,,10261.091990375518,0.02784064562538717
2012-07-31 00:00:00-04:00,ABT,SELL_TIME_EXIT,422,24.53092384338379,,,10341.697812046052,0.03402490660725764
2012-08-01 00:00:00-04:00,WMT,BUY,612,18.742191314697266,11481.69130567932,18.17992557525635,,
2012-08-01 00:00:00-04:00,MRK,BUY,416,27.548324584960938,11471.563130371092,26.72187484741211,,
2012-08-01 00:00:00-04:00,COST,BUY,163,70.14781951904297,11445.528676185606,68.04338493347167,,
2012-08-01 00:00:00-04:00,VZ,BUY,503,22.79732322692871,11478.520636728286,22.11340353012085,,
2012-08-01 00:00:00-04:00,NEE,BUY,939,12.215532302856445,11481.855217214583,11.849066333770752,,
2012-08-01 00:00:00-04:00,DIS,BUY,268,42.70500564575195,11456.386454574584,41.423855476379394,,
2012-08-01 00:00:00-04:00,AVGO,BUY,4338,2.6446878910064697,11484.12872725725,2.5653472542762756,,
2012-08-01 00:00:00-04:00,V,BUY,396,28.9367733001709,11470.421189094543,28.06867010116577,,
2012-08-01 00:00:00-04:00,PEP,BUY,236,48.458580017089844,11447.661108917235,47.004822616577144,,
2012-08-01 00:00:00-04:00,PFE,BUY,881,13.012713432312012,11475.664734400749,12.622332029342651,,
2012-08-20 00:00:00-04:00,VZ,SELL_STOP_LOSS,503,22.03590202331543,,,11072.974659009933,-0.03339958801452064
2012-08-21 00:00:00-04:00,MRK,SELL_STOP_LOSS,416,26.71465492248535,,,11102.183151306152,-0.030262082178699874
