date,value,cash,positions,drawdown,leverage,in_protection,risk_on,protection_stage,inverse_value
2004-07-09,115773.50705660507,23729.416406131924,5,-0.08048173961854113,1.550595885587098,False,True,0,0.0
2004-07-12,115835.11300393021,23722.046576088993,5,-0.07999244120343944,1.586299626474179,False,True,0,0.0
2004-07-13,115723.79048047519,24009.99877906697,5,-0.08087660801941561,1.6938507799675933,False,True,0,0.0
2004-07-14,115145.39608842014,24200.676944685092,5,-0.08547044143362512,1.7769726705959048,False,True,0,0.0
2004-07-15,114710.50764996762,24064.500366938504,5,-0.08892449470153165,1.732066751600477,False,True,0,0.0
2004-07-16,113407.87898113948,23684.035686538125,5,-0.09927047866570604,1.7319460484563336,False,True,0,0.0
2004-07-19,111816.60852320248,23675.574798375917,5,-0.11190896807903303,1.7350838106479056,False,True,0,0.0
2004-07-20,112576.66346833526,23697.610980891674,5,-0.1058723158369867,1.507686978541779,False,True,0,0.0
2004-07-21,109318.73489900134,23390.391482518477,5,-0.1317480527536915,1.3010606947814543,False,True,0,0.0
2004-07-22,109892.72038072508,22874.704319674784,5,-0.12718923662159687,1.3638574808102357,False,True,0,0.0
2004-07-23,106947.60204793906,64992.79008037516,2,-0.15058051287149815,0.3,True,False,1,16040.400898996353
2004-07-26,106400.13413050411,65000.52731728949,2,-0.15492871618547663,0.3,True,False,1,16071.31197862989
2004-07-27,106752.39739581278,65008.26547530345,2,-0.15213090420631162,0.3,True,False,1,15920.572969115645
2004-07-28,106422.4372514165,65016.0045545267,2,-0.15475157611721896,0.3,True,False,1,15872.711870257957
2004-07-29,106947.86598338434,65023.7445550689,2,-0.15057841659344914,0.3,True,False,1,15804.953586439047
2004-07-30,107271.06031677045,65399.040092707604,2,-0.14801148138732256,0.3,True,False,1,15766.35852850843
2004-08-02,107636.8056050261,65406.82569271864,2,-0.14510658993374406,0.3,True,True,1,15733.644973193926
2004-08-03,107459.65497440011,65414.612219586816,2,-0.1465135892018844,0.3,True,True,1,15855.46617087723
2004-08-04,107674.84877361047,65422.39967342248,2,-0.14480443627972195,0.3,True,True,1,15856.902080634476
2004-08-05,107391.930381384,65430.18805433598,2,-0.1470514842828788,0.3,True,False,1,16115.913759134259
2004-08-06,107206.39510514872,65131.90788741394,2,-0.14852507767035247,0.3,True,False,1,16346.354698969326
2004-08-09,107472.04032778494,65139.661685971965,2,-0.14641521990403578,0.3,True,False,1,16323.4021823931
