date,value,cash,positions,drawdown,leverage,in_protection,risk_on,universe_size,hmm_pb
2000-03-09,101419.60732080379,101450.51615351108,0,0.0,0.7067639257890584,False,True,40,0.7
2000-03-10,101450.51615351108,101481.4344060531,0,0.0,0.5767827633817859,False,True,40,0.7
2000-03-13,101481.4344060531,101512.36208130066,0,0.0,0.598148457980149,False,True,40,0.7
2000-03-14,101512.36208130066,101543.29918212544,0,0.0,0.7172156049637305,False,True,40,0.7
2000-03-15,101543.29918212544,101574.2457114,0,0.0,0.6813077214422156,False,True,40,0.7
2000-03-16,101574.2457114,101605.20167199775,0,0.0,0.5213854739407362,False,True,40,0.7
2000-03-17,101605.20167199775,101636.16706679303,0,0.0,0.4713044301897543,False,True,40,0.7
2000-03-20,101636.16706679303,101667.14189866101,0,0.0,0.466619537830456,False,True,40,0.7
2000-03-21,101667.14189866101,101698.12617047774,0,0.0,0.5665737807217867,False,True,40,0.7
2000-03-22,101698.12617047774,101729.11988512018,0,0.0,0.5686995362787199,False,True,40,0.7
2000-03-23,101729.11988512018,101760.12304546611,0,0.0,0.5696838098627649,False,True,40,0.7
2000-03-24,101760.12304546611,101791.13565439425,0,0.0,0.6335777706178777,False,True,40,0.7
2000-03-27,101791.13565439425,101822.15771478416,0,0.0,0.5997758322250408,False,True,40,0.7
2000-03-28,101822.15771478416,101853.18922951628,0,0.0,0.5654817868961581,False,True,40,0.7
2000-03-29,101853.18922951628,101884.23020147195,0,0.0,0.5085241825779283,False,True,40,0.7
2000-03-30,101884.23020147195,101915.28063353334,0,0.0,0.5979309302367332,False,True,40,0.7
