date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions
2018-10-10,102622.01400807187,80071.81298270685,3,0.15,-0.017248396098474186,0.4151471188777652,True,3
2018-10-11,102113.50296461389,80084.96763769687,3,0.15,-0.022142519555577157,0.3584016120169297,True,3
2018-10-12,102443.93188944845,78297.0194604711,3,0.15,-0.018958036939451386,0.37624278329525374,True,3
2018-10-15,102473.67638721816,78309.8825422396,3,0.15,-0.01869019643971766,0.3725571306619614,True,3
2018-10-16,102875.30191121354,77012.30762366227,3,0.15,-0.014830067028839752,0.3839304730348042,True,3
2018-10-17,103186.74186332388,77024.95964562902,3,0.15,-0.011858850535319076,0.3843262353948823,True,3
2018-10-18,103068.128696057,77037.61374614223,3,0.15,-0.012994878054653342,0.3562736215877305,True,3
2018-10-19,103389.9158417787,77393.25174766462,3,0.15,-0.009892814550409877,0.35525471523868396,True,3
2018-10-22,103458.52466734395,77405.96635330888,3,0.15,-0.00925647302682894,0.35376591403198704,True,3
2018-10-23,103307.51983813226,90588.64796358843,2,0.15,-0.010695554625511106,0.3484548376411874,True,2
2018-10-24,102854.41288224352,90603.5303843253,2,0.15,-0.01506306479762068,0.31217388810560043,True,2
2018-10-25,103098.5182465017,90618.4152500313,2,0.15,-0.012725189662256175,0.33143032151680574,True,2
2018-10-26,102905.168642902,88241.07628156149,2,0.15,-0.014560021223590137,0.31056302712284095,True,2
2018-10-29,103109.71365358465,88255.57302980774,2,0.15,-0.012614249432261644,0.30322799999927763,True,2
2018-10-30,103470.59377217798,88270.07215966264,2,0.15,-0.009157973322740666,0.3338962625421584,True,2
2018-10-31,103437.27129480607,88284.57367151744,2,0.15,-0.009477139354600355,0.3390344777948919,True,2
2018-11-01,103508.04598653075,75715.8148704848,3,0.15,-0.008793536815071107,0.3547159881773711,True,3
2018-11-02,104566.67286854917,77829.06325207256,2,0.15,0.0,0.3491889467933981,True,2
2018-11-05,104919.283893433,66749.20772688594,3,0.15,0.0,0.3557238015110599,True,3
2018-11-06,104980.551661668,66760.38557040211,3,0.15,0.0,0.3643744254167623,True,3
2018-11-07,105974.0027714175,66771.5652857635,3,0.15,0.0,0.4441641346383323,True,3
2018-11-08,106262.35245645992,69911.62576130852,3,0.15,0.0,0.4588302427608404,True,3
2018-11-09,106590.76883757034,71585.270110501,3,0.15,0.0,0.46098392741229843,True,3
2018-11-12,106441.97839215594,71170.1874951029,3,0.15,-0.0015027556635421632,0.4060894552917326,True,3
2018-11-13,106105.15053980362,71182.10567729454,3,0.15,-0.00466772578323869,0.38974602419028154,True,3
2018-11-14,105899.23492682433,71194.02585530876,3,0.15,-0.006599577960003422,0.3818422485777764,True,3
